shares,RowID
3298.4167398628833,32118
2437.3747109357023,32119
1587.0558093555578,32120
6188.139926418124,32121
1316.8484046532558,32122
4654.937667458811,32123
6980.94192747514,32124
3463.433580801816,32125
5457.17246577525,32126
2045.7528193771223,32127
2949.116136316764,32128
997.8030326308506,32129
3268.290238645922,32130
5262.533248162227,32131
1919.0582497963494,32132
3532.434577495097,32133
2667.7253360035534,32134
2290.260820021275,32135
4729.6459810525,32136
3576.78060848669,32137
1854.835328953221,32138
2316.4433461971103,32139
3799.003242394193,32140
2599.181297948507,32141
1537.1558624940476,32142
5772.172068092834,32143
4054.4807784966397,32144
1800.3121963112612,32145
1440.5768875832612,32146
5344.773957848772,32147
3097.5760131156685,32148
995.6836490387661,32149
2797.4196389202507,32150
2447.310702864499,32151
1898.051283278257,32152
937.0879038578482,32153
4152.034664796043,32154
2139.0838585112588,32155
2263.6843029965858,32156
3696.2906679235184,32157
2971.877966304711,32158
2780.062328617773,32159
3752.162468047985,32160
2681.0324136167837,32161
3260.890663182445,32162
1199.418962047758,32163
2222.536418975422,32164
3611.1985316426735,32165
1033.5849063741946,32166
2730.0852738585154,32167
4196.493010713142,32168
4709.5484528999195,32169
2417.9287558305964,32170
2604.4157007481617,32171
1580.0921908179516,32172
4407.560933779607,32173
2070.281672024118,32174
2338.978281273532,32175
3890.6083962126945,32176
2349.408488757925,32177
2704.926571451146,32178
4810.990751754365,32179
2306.181542816318,32180
3703.1926147799295,32181
3510.268458057966,32182
4954.39209299363,32183
4559.399757645482,32184
3384.0606898623796,32185
8706.826795481567,32186
6931.8936845572025,32187
2059.8328122348016,32188
1775.4783698316514,32189
3284.650041702427,32190
4065.343872667926,32191
4111.106566312817,32192
7385.7945405087,32193
2732.2625388308975,32194
7972.988869325392,32195
3704.216277418947,32196
1519.2338089483146,32197
2360.433477903185,32198
2712.1332768658863,32199
4041.0780537148557,32200
3350.5817008182403,32201
1932.9694464455015,32202
6218.362620185568,32203
3331.048991798751,32204
2197.9055224507647,32205
1656.2801206572362,32206
3152.006263881818,32207
1388.5580684105653,32208
3673.555164708776,32209
2925.8516822668935,32210
2010.1147933212621,32211
2283.7960476096264,32212
2675.574202417052,32213
3309.518520652212,32214
3666.63710631324,32215
2256.376649727849,32216
1660.5076221275983,32217
2866.6168730730865,32218
1503.1801110510198,32219
2636.990864994311,32220
4673.732682779814,32221
6272.015747215028,32222
1826.895208693455,32223
2355.8267759920855,32224
5774.004718531888,32225
2656.0989267077825,32226
7166.128281687752,32227
8371.04342112412,32228
2548.7470592756904,32229
4365.281773906202,32230
4754.629115002846,32231
2172.6163218590423,32232
1730.9185722594036,32233
4192.22831232785,32234
3564.8903050569947,32235
7331.251338141976,32236
4661.020180454525,32237
3604.4462427427998,32238
2427.4099075723816,32239
1785.9166859301654,32240
4454.459228020881,32241
1230.7440077354688,32242
3372.3534950322696,32243
4325.0042496097385,32244
4023.7180784847087,32245
4665.16490784845,32246
2571.637585029924,32247
3039.6014070657075,32248
4201.651242868416,32249
3736.8501075173135,32250
2647.001096484378,32251
3593.6484008425855,32252
3372.959677333536,32253
3342.243362115297,32254
923.6928273793872,32255
3743.551351724896,32256
2460.3438341750966,32257
3136.398214826905,32258
4024.5015143808273,32259
4355.794957539392,32260
4807.232621469499,32261
2057.5609841916703,32262
2681.9366744947883,32263
6574.275143811456,32264
6213.7859766673155,32265
1325.772040724265,32266
3000.4297630219694,32267
3616.9755719540753,32268
5135.0715492062845,32269
4626.362845061684,32270
2322.1936191480154,32271
2714.92164019136,32272
2854.393234264111,32273
4669.286149597772,32274
3584.4330324328575,32275
4910.070082517826,32276
2807.3431172759547,32277
5534.204932236762,32278
3593.994715715874,32279
3977.440103339438,32280
3313.7834795003046,32281
3653.2892950896876,32282
1336.6878510652998,32283
2065.6825312861865,32284
3941.2709786626724,32285
2629.202801454292,32286
1747.9627831704613,32287
5752.942301897518,32288
3501.392082525776,32289
7211.449683263153,32290
3661.901326186714,32291
8765.034394909151,32292
2210.9488551952327,32293
4867.944768552187,32294
3749.6309294832563,32295
3746.764639954452,32296
5531.540063232502,32297
3789.387557027905,32298
1917.2414760868942,32299
5912.314707897308,32300
2267.4530490926436,32301
922.3457969542244,32302
3588.6651867652054,32303
2157.01164219132,32304
8659.519793765645,32305
4483.414249008589,32306
5570.765245241284,32307
1782.8347293322204,32308
5991.611383738118,32309
4460.228728272896,32310
4608.906608423023,32311
948.0327782788879,32312
4988.300778629971,32313
4479.587904000085,32314
3838.8310910598684,32315
2594.8496495788095,32316
2852.8076129643664,32317
3285.452390009687,32318
2845.7141150755747,32319
1808.1752676555354,32320
2991.243145106501,32321
1666.8005239291322,32322
2282.7797124115828,32323
2770.1532749781795,32324
2965.2449712537373,32325
7529.745135605711,32326
6006.84748269146,32327
2754.6908105348175,32328
2427.721396529303,32329
5373.789613409819,32330
973.8279512370846,32331
2512.773123411405,32332
3526.1050134727557,32333
3492.285342933885,32334
3004.8472637941513,32335
2749.796330926335,32336
2777.344645909331,32337
2783.368113230328,32338
6740.141431533126,32339
3078.8055615643602,32340
2290.72869409175,32341
3926.292795108661,32342
1864.8200225661617,32343
2869.3080908207958,32344
4239.953989553273,32345
2171.2381165206007,32346
3215.1319552235636,32347
2191.0840240826897,32348
3113.4128609563154,32349
3725.8793325796096,32350
7014.387774629569,32351
3444.1583320022255,32352
2773.1714248902545,32353
3332.3722220968803,32354
3536.6889620214647,32355
2360.09897656587,32356
2771.844595123668,32357
3719.300224598627,32358
3793.0492377539613,32359
1721.2278850036585,32360
1361.8620477265033,32361
4049.894709414149,32362
2892.8261510431316,32363
2587.7324511526567,32364
3967.5183216444584,32365
4269.520631655336,32366
4356.293535826311,32367
1511.9782530660489,32368
2454.185735613931,32369
3036.596677399391,32370
2880.200231593769,32371
2509.3685023997286,32372
3445.6877586283695,32373
2097.709282144674,32374
3732.856262609887,32375
2735.2914712526435,32376
3525.7733785965083,32377
2971.4205073612147,32378
2060.974552949424,32379
2602.3092009805832,32380
1213.110576056627,32381
2185.856715091361,32382
3049.5710057267547,32383
2777.7160209702465,32384
6433.280716682933,32385
3447.1613251273293,32386
2318.2495894825515,32387
2089.115233948211,32388
4089.998869358108,32389
3550.84826187426,32390
2563.2389874797423,32391
2732.144223445199,32392
6733.15240295526,32393
2165.4098030027217,32394
1821.795010695976,32395
5809.561038453761,32396
1433.89586014425,32397
4409.445364638002,32398
781.8855465159013,32399
5713.559658129476,32400
4439.654407320342,32401
2276.199454595473,32402
2233.5838877841056,32403
2551.4215663156647,32404
6024.216656904384,32405
4812.41197844958,32406
3338.4131611881035,32407
2061.4718275527407,32408
8416.080821394498,32409
7719.976078814985,32410
4729.247195884698,32411
6057.059819346317,32412
5109.478759482568,32413
2281.587442438331,32414
2922.151647335383,32415
2471.0662563019846,32416
3686.8738795137733,32417
2865.5408008211643,32418
6827.49671145357,32419
1789.809045496872,32420
2406.0348017453657,32421
3030.1210481946373,32422
5231.227633763566,32423
2645.55071661367,32424
3259.263116037054,32425
3536.695460143321,32426
2249.0674135190684,32427
3132.1079328973487,32428
4361.387744176418,32429
4250.606446113727,32430
2754.5244639966904,32431
3201.6143379984414,32432
5813.328879781491,32433
2500.66591864381,32434
3451.455702979194,32435
12523.451837931763,32436
5224.725213177307,32437
3375.6375912748213,32438
3319.314935306271,32439
5375.671678189474,32440
1781.5539005400083,32441
2764.9934285683858,32442
2808.3799677926013,32443
768.7088839116104,32444
5815.312531521158,32445
3957.674159252476,32446
1802.0161075752335,32447
1254.8905621744786,32448
1460.7810681425374,32449
2651.2635615604477,32450
2622.6373643586853,32451
3781.9522553868705,32452
2466.3736039109845,32453
3632.832053235854,32454
6382.996066561144,32455
2919.094573237749,32456
3860.15018808109,32457
3295.249450594781,32458
3267.862772111363,32459
686.7979936056854,32460
4439.222160929014,32461
4066.8055204494303,32462
3402.7791277723463,32463
1071.2033878911034,32464
5320.248598812053,32465
4195.295141607045,32466
927.3470266805748,32467
1052.3387724699937,32468
2412.341963958022,32469
2870.0149670396645,32470
5829.061727838531,32471
1531.8512867539023,32472
3706.8536836794187,32473
4549.395264635792,32474
1156.6753717830325,32475
1526.6433089722618,32476
1292.2958536122119,32477
1288.7022303408705,32478
2163.550990170329,32479
3842.6008548737664,32480
2007.313666522109,32481
5596.822726031669,32482
2274.5321510370563,32483
5183.996732267153,32484
1655.5422082182674,32485
356.4053836895191,32486
254.92782563132232,32487
1663.1080615366043,32488
2510.481398904236,32489
3746.1226888126594,32490
2167.3213879005825,32491
5567.48070815724,32492
2854.609152177963,32493
2426.7633852301883,32494
8699.897761403376,32495
1870.4522732199553,32496
2027.5676346080802,32497
2221.9747945685444,32498
1007.3272892961882,32499
1746.5197907892957,32500
1738.2259891716258,32501
1049.3260292041023,32502
1149.6920822390475,32503
4939.359595828155,32504
2888.2378996624498,32505
6213.3763763293555,32506
3124.628390089841,32507
1688.7769148636264,32508
1795.0557811456115,32509
3984.49734132286,32510
1523.1209129260412,32511
4314.699225699742,32512
4566.555245369658,32513
1865.6346224849779,32514
3589.293823365442,32515
2630.057604723257,32516
1490.009817200391,32517
1061.0885050836757,32518
8626.545469487563,32519
5329.342426810828,32520
2811.283713287855,32521
4075.7717972910386,32522
1741.8250698366853,32523
6061.109370834749,32524
3336.4604069433212,32525
6877.603340247796,32526
2116.1248618861046,32527
1517.9616786325191,32528
927.1338250595122,32529
3183.1616342646835,32530
5783.98275603475,32531
1604.3895719694349,32532
2949.008960941913,32533
2526.753984215161,32534
5359.871244645717,32535
5955.683642025488,32536
2324.346333406265,32537
5389.3695394509505,32538
2796.19312768508,32539
3542.478402226408,32540
2355.046340628265,32541
3711.6230012453175,32542
6372.568944843949,32543
5477.892237661896,32544
2579.032142227881,32545
1310.0785984651059,32546
2311.846334970197,32547
1457.2063289000757,32548
1713.54899507392,32549
6078.8009063770305,32550
3254.1487466819667,32551
7133.681154115383,32552
2540.7492594852015,32553
1937.898543472796,32554
3642.5862537813027,32555
5090.516613424217,32556
6382.197000587075,32557
1912.3683252600051,32558
2770.8257851084486,32559
1823.3257263420303,32560
3410.519097980213,32561
3380.961343583065,32562
1456.7580324021321,32563
3044.108304012315,32564
7305.151066375607,32565
6294.841814354559,32566
2504.0298284578294,32567
2836.359612219126,32568
1780.360104964792,32569
2264.537843424661,32570
1437.8996404488425,32571
3315.9596519035013,32572
1518.6076129700975,32573
3382.2398624202597,32574
4449.275999626627,32575
2135.5258168428372,32576
2403.772373888773,32577
4598.434890121747,32578
1772.948514367492,32579
982.7701519484374,32580
2637.9194028735546,32581
1383.9225323033138,32582
4898.606233616373,32583
2275.8603671717165,32584
1379.7518242203575,32585
2902.8870869154666,32586
1919.0043670769705,32587
1437.1113864791753,32588
3145.8166316636207,32589
1858.6432511995022,32590
4109.407259272381,32591
6373.629193535113,32592
2619.697564537395,32593
4701.53935645315,32594
5762.415099118667,32595
5034.060272274344,32596
1932.2164006666794,32597
5371.474783657739,32598
2495.930222093892,32599
1442.2432004247235,32600
2913.100862914724,32601
5072.476704191138,32602
4446.3859884696,32603
945.4295753784306,32604
1361.5624377352353,32605
1318.82327778802,32606
2546.824250676701,32607
2121.4465781406097,32608
2454.785738096262,32609
8326.651109906012,32610
2527.6952911013295,32611
928.5889087847395,32612
9576.602922573937,32613
907.9893542408522,32614
2513.6635452956807,32615
3893.3169194092816,32616
3033.3984898221356,32617
1264.3630594838498,32618
842.9484582597688,32619
2955.4716013062603,32620
2552.0518920710683,32621
1247.6919198230648,32622
4144.338067570746,32623
3291.661321798947,32624
1343.7622900197323,32625
809.1598857539784,32626
3342.5388257780196,32627
1778.1962426573807,32628
1646.6841354306607,32629
1497.3259037842784,32630
1767.973312579095,32631
3233.916635195164,32632
1208.930600218716,32633
12024.662436864852,32634
7868.469964958201,32635
2568.7783061333944,32636
4659.120582803658,32637
7519.66376822834,32638
5692.986209947245,32639
5427.104623858835,32640
1451.6474579131743,32641
1404.511841779514,32642
5713.936213151609,32643
3983.260083011107,32644
2237.7060987187847,32645
1847.0256871275562,32646
3415.26697725346,32647
4263.012040526444,32648
6115.063621251824,32649
3026.2514645083834,32650
1341.825150934255,32651
3934.0417017424597,32652
2593.8098362397445,32653
2482.943039062001,32654
3889.430772321867,32655
1587.6646960510734,32656
2685.376437507792,32657
2838.254550270732,32658
798.4571387155293,32659
1108.236986874484,32660
3050.06650054287,32661
3780.8602452699447,32662
5721.969855808025,32663
4883.30587787512,32664
3593.617683116111,32665
7809.519637924245,32666
2062.307092334761,32667
4831.73026237585,32668
10633.446537039548,32669
2775.390885479626,32670
3747.9879217561625,32671
3896.0537457153996,32672
4958.560832551718,32673
1743.3406597908925,32674
2314.0830606862205,32675
2770.8992626317336,32676
2187.000744190775,32677
5696.1614059913645,32678
3117.201369277731,32679
1814.142946030531,32680
3447.6287626224525,32681
3073.0793119302407,32682
4525.35825196025,32683
3976.6881853347622,32684
5061.769656961718,32685
10290.011626686883,32686
2639.054761030723,32687
7511.956817020961,32688
2373.316260153906,32689
4394.845243443823,32690
1750.7625958747442,32691
5086.110438105827,32692
4250.247504808252,32693
8402.17285188577,32694
6138.348229211006,32695
813.8234132116963,32696
1450.441605087756,32697
4860.302227022706,32698
2462.911854301099,32699
2739.1521425834776,32700
2618.70763041441,32701
9187.711656289317,32702
1030.7555942920521,32703
4581.523581648989,32704
5023.67820814431,32705
4955.80237467358,32706
3354.337292055244,32707
3423.672070666322,32708
5200.277464276358,32709
5182.415775489982,32710
3716.2250479735117,32711
4986.245507988275,32712
6076.566699975746,32713
5356.177951235601,32714
1635.427543050629,32715
5886.64311131885,32716
1966.3231056264904,32717
755.767363445776,32718
4602.304957332238,32719
1518.0576029302074,32720
5841.902505446,32721
2070.542731057236,32722
3045.4396914540503,32723
1680.8486895238173,32724
1782.1860541248054,32725
2230.182591192059,32726
2912.399486730506,32727
2861.1185104702595,32728
2779.2850209037274,32729
2247.120553010773,32730
3674.99459779883,32731
3343.808121538192,32732
4283.539528089313,32733
5015.409336934272,32734
3890.131675509314,32735
2716.9362974488117,32736
5134.639936365982,32737
3220.916372643106,32738
4811.465173367842,32739
5161.157956132658,32740
2529.770156998269,32741
2096.6168923474615,32742
2306.9296154585145,32743
2138.6610354994536,32744
3237.454459385356,32745
7663.025998720358,32746
6658.951055503841,32747
577.3207338781485,32748
3956.110830734446,32749
4879.157093997475,32750
10652.627921081425,32751
1491.249437697636,32752
1777.1835649735085,32753
2348.081132844308,32754
3086.343399699196,32755
1417.4742490897509,32756
7237.55352725691,32757
5887.125727986846,32758
2472.9536563948827,32759
2143.7768992868746,32760
2894.374746244812,32761
5534.854998566143,32762
3210.8428185950697,32763
4755.048251128991,32764
5237.327312799751,32765
1435.5984647040007,32766
7568.098268215734,32767
4650.285369819971,32768
6078.021393340312,32769
5479.312359347914,32770
3966.750189717195,32771
3940.8420299451927,32772
4330.870621268443,32773
2794.6909879286763,32774
4420.994227561163,32775
4364.876946869441,32776
5534.59516350201,32777
3122.791403227336,32778
5494.065990870493,32779
3443.44503007228,32780
2474.547889134946,32781
5514.75685923808,32782
6813.933527340091,32783
4338.202188654907,32784
3547.1184294448412,32785
4332.719116348606,32786
1868.9734255174176,32787
2840.508118566576,32788
3465.69225000462,32789
4350.353209801129,32790
1788.8535326956853,32791
1971.4175237707261,32792
2156.905214327214,32793
6956.716258800781,32794
4682.759670063256,32795
4813.47408720059,32796
3916.7416849326337,32797
2276.5859125358884,32798
3124.1055086045762,32799
4137.124416479806,32800
6254.132290838624,32801
3341.610259855382,32802
1797.4953094594243,32803
2834.109305120035,32804
6114.074405363693,32805
2593.657704858615,32806
4885.839211325603,32807
3618.4263182398727,32808
2431.7544423219783,32809
946.64360922322,32810
1005.9584785727523,32811
4353.35179631966,32812
6869.189825789701,32813
2682.6673328492666,32814
1780.949132441648,32815
3334.792857276808,32816
1415.547181247639,32817
5036.865011994005,32818
5516.996652763026,32819
2206.379755319102,32820
1781.5453990183278,32821
2905.2233801123202,32822
3825.531798663212,32823
2870.305485972006,32824
6069.2596698902635,32825
3838.867718800221,32826
1998.3285091414582,32827
3059.2261205095574,32828
2108.0578135593355,32829
2394.5920086592,32830
1066.2505186528804,32831
2217.2671798809265,32832
4297.499542963658,32833
3429.7693210639472,32834
5930.748987063993,32835
3867.266527606971,32836
2198.058400583797,32837
1246.7789647428497,32838
5203.666326234905,32839
2848.122932116738,32840
2708.792159009024,32841
2466.127275041444,32842
5061.40875967483,32843
620.7218521355685,32844
6001.109965246424,32845
4061.530365205255,32846
2896.9020260069515,32847
2155.3597388550797,32848
5144.5312221043005,32849
3535.154075066971,32850
1147.7713807384837,32851
8065.243035996148,32852
2500.936862133069,32853
2604.4624846747,32854
1724.394580609183,32855
2085.2400092585526,32856
1935.9845783924977,32857
3575.3855761494115,32858
2168.6933086066674,32859
1867.1225431436274,32860
1693.3297458424693,32861
2788.3179414881474,32862
3675.6376449133595,32863
5238.512747955518,32864
1800.6682292953221,32865
3368.699016576711,32866
1468.7543438337946,32867
1088.4971340382733,32868
2792.6480031383267,32869
1775.0976992960707,32870
3967.5565970512257,32871
7561.0324573140215,32872
828.3774584897938,32873
2807.0195222876773,32874
1985.8699578673322,32875
2087.856243270677,32876
1967.8278213412468,32877
689.8585928614907,32878
3028.931036094945,32879
2852.104300213124,32880
3814.808759032914,32881
2135.226681952474,32882
5487.826312640617,32883
3868.8787579525356,32884
2895.618891052817,32885
1387.924937143417,32886
5139.950491928387,32887
1702.3338376854258,32888
1020.9816489863208,32889
8200.344908140387,32890
2165.1794259929484,32891
6247.282427507253,32892
3857.5376034406604,32893
1348.6476413648768,32894
1797.5920749711756,32895
318.8314014554294,32896
2379.66758107702,32897
1544.867931025951,32898
4258.6487969052405,32899
6234.429222100614,32900
976.6244607264346,32901
2856.036428105165,32902
4084.052866164095,32903
2765.2826260872466,32904
3143.4825010064374,32905
2367.4187084599453,32906
3260.640310174137,32907
6592.144160539297,32908
2728.9904144506922,32909
1923.2581279959322,32910
1239.2787635865434,32911
2586.821500655334,32912
2528.8884798824315,32913
5644.09791015635,32914
3971.8976221530793,32915
3239.4334581875128,32916
1777.8355548613017,32917
6025.943835423604,32918
739.3228133870612,32919
4021.231449369733,32920
4358.78884781385,32921
1274.6572478056892,32922
3738.4403588892624,32923
8166.605345627524,32924
3265.538578704311,32925
1790.7906617449664,32926
1376.8821686132658,32927
544.9644463611635,32928
1427.2963145559636,32929
3781.7902989286854,32930
11049.844970952388,32931
7134.480546927327,32932
1628.5308822222778,32933
2509.639713955074,32934
2125.7467834620365,32935
1137.8576469611492,32936
903.2261822191917,32937
4864.327092436438,32938
1199.2023196638943,32939
3139.4962252751347,32940
3185.3280057479233,32941
8447.05500049763,32942
5440.11468522374,32943
1417.241097116418,32944
1870.5457069878178,32945
3255.4204720940643,32946
5117.570421045795,32947
3019.8892775205404,32948
2915.733582893266,32949
2960.880447537612,32950
1654.6084081219387,32951
4414.68437581043,32952
1738.9010657321298,32953
1899.159241495493,32954
1749.2222137393142,32955
2154.651707262459,32956
4447.718710432634,32957
2548.309817736351,32958
3279.441182202452,32959
1893.9965105009542,32960
1665.869901758346,32961
3124.1029979201744,32962
6328.409729298564,32963
3151.781912909599,32964
1979.1557478442514,32965
4406.696490166006,32966
6010.402035103156,32967
1881.3541538391723,32968
2645.0797603492865,32969
2976.178132003238,32970
3449.568256320488,32971
6120.419970832478,32972
4894.704349968375,32973
358.74943527515416,32974
4590.270688928602,32975
1593.928663062976,32976
3221.968029398046,32977
1095.4912103787608,32978
4064.5484681532776,32979
5534.661756131848,32980
4710.102745893911,32981
1803.7099802666855,32982
1309.259403326402,32983
3158.7626719797336,32984
2929.9416510240176,32985
4017.512623407916,32986
2716.4140104961666,32987
2427.986344468559,32988
672.0573407182255,32989
3559.669256347464,32990
4114.620402950248,32991
2518.098817177755,32992
2359.176525451747,32993
3892.410595555959,32994
3138.5955622102574,32995
1848.113862478583,32996
2474.2276735457162,32997
3566.5025903632823,32998
3267.0105190143204,32999
1129.155797310151,33000
5968.939696383888,33001
7295.868719859423,33002
2703.0563495232736,33003
2181.515390842646,33004
1570.3190390112925,33005
673.1722025440777,33006
489.8807147941643,33007
1279.02622604477,33008
1743.1073101502468,33009
4020.933060226278,33010
1731.826241983299,33011
4929.866872879205,33012
3949.8412800034735,33013
1039.3125442108387,33014
2345.0095827530536,33015
3415.3854935947966,33016
2038.6083440762327,33017
2329.366416530213,33018
3073.265656380842,33019
1528.9135529413768,33020
1278.8909804141458,33021
790.8352272888492,33022
1225.857957048748,33023
8262.670281467406,33024
2330.773279371018,33025
2832.270801740172,33026
1644.8606355790275,33027
4808.818543064612,33028
2639.5473122660824,33029
2729.055176284853,33030
4127.30668299316,33031
1679.6972606138186,33032
6695.060308240821,33033
5398.512940779552,33034
1204.5870859214144,33035
2651.13470961238,33036
6355.473369976227,33037
2492.2376196814016,33038
2773.8057134735614,33039
2973.6938904663057,33040
580.7075377064657,33041
7989.38843778488,33042
5161.83152794032,33043
1468.6943183946667,33044
2679.8781603813627,33045
2168.5371194005015,33046
2087.2995109468693,33047
1515.138677504588,33048
3261.951723408456,33049
2752.8670718895182,33050
4171.18566689502,33051
3521.2800864881015,33052
3482.284730295897,33053
2350.3366489611562,33054
501.8770255176182,33055
2775.5451301208914,33056
3411.5329835074263,33057
4240.01495535092,33058
6418.852934280702,33059
2244.346031114384,33060
8278.343391931918,33061
3024.468633518697,33062
2275.2810041622743,33063
3600.000294230677,33064
6513.771571529383,33065
3576.9897355149405,33066
4734.263606028582,33067
4954.577234485685,33068
2436.69285566022,33069
4655.767986713966,33070
1498.6732498466156,33071
1909.635164891722,33072
9180.081429979524,33073
2290.9726326057607,33074
1241.1351018479584,33075
5495.2450212573995,33076
1123.6841983114757,33077
844.7553028669317,33078
2513.0610428460786,33079
873.2805988851323,33080
4892.387572537769,33081
6776.822478526883,33082
9027.843616965205,33083
5466.0708976452315,33084
3922.1290645625027,33085
11668.394791460003,33086
2433.5799770169565,33087
4240.962265257647,33088
1679.119316693918,33089
2653.7262531687097,33090
2775.872691488391,33091
1605.1359787912158,33092
5087.546366300576,33093
2165.528936701069,33094
3514.962550356549,33095
1954.379547061942,33096
4553.992701857546,33097
4726.333161320215,33098
1864.0975611251797,33099
3377.5952976520875,33100
5761.30317026099,33101
10872.907785030508,33102
1951.5424713562038,33103
4130.087860286659,33104
3260.0558583830325,33105
2056.319218699735,33106
1832.1479219560865,33107
2893.130483990266,33108
3478.8714239285,33109
2033.4278610780689,33110
1469.0957426972018,33111
1302.2091692289855,33112
4813.764694029756,33113
4331.537598432519,33114
2672.1054355583788,33115
5500.866957595388,33116
2244.5013992071467,33117
10258.69148088773,33118
2213.5517229607726,33119
1747.244573034104,33120
3783.8435636691693,33121
1636.9331840814841,33122
3096.5360184609035,33123
2835.2710827634237,33124
2190.031105507565,33125
2423.414337610195,33126
3485.31082101027,33127
5478.145512978517,33128
3223.3246888861927,33129
1179.5247171916092,33130
4166.757504034117,33131
3055.5716966041814,33132
1358.4148436927007,33133
843.3926937657702,33134
1587.1180003508002,33135
1841.4021602544315,33136
4098.31893867142,33137
1437.865092545186,33138
5208.418783329746,33139
5405.147469567757,33140
3838.1500336929366,33141
2411.8965929744627,33142
4962.887602670056,33143
3575.177711771479,33144
1306.102797428431,33145
5497.608387316974,33146
1926.2385229385895,33147
2125.6322247683233,33148
1974.9250430213933,33149
2759.052359430931,33150
1631.9028453016358,33151
1920.0113748222902,33152
2502.50373471346,33153
2239.5516183734217,33154
3990.4016631102822,33155
5893.253937913634,33156
4374.610663449075,33157
2146.129085703972,33158
5503.989293030303,33159
3987.112719447404,33160
2758.620507623159,33161
3538.0182235141965,33162
3472.461450207576,33163
2679.4554993549887,33164
4713.82632635705,33165
2387.7511933663372,33166
3077.2645275421946,33167
3530.3634518886183,33168
1546.9591173817541,33169
2295.0073158118867,33170
4592.055835213283,33171
4400.831937665575,33172
1500.4601734691444,33173
3356.507629700256,33174
3260.214750263346,33175
2188.2682795355895,33176
2965.436195234997,33177
3284.9620563795997,33178
1998.4814267291054,33179
4507.259415393892,33180
5278.047140169693,33181
5917.565279911772,33182
4369.48990599989,33183
2077.7246954578613,33184
5352.152218921165,33185
3828.6554393112588,33186
4775.12446440959,33187
4865.660443093906,33188
2496.017786242398,33189
2890.0703018741942,33190
3462.727230013478,33191
2321.7217198531744,33192
3804.243165917551,33193
1117.058451671902,33194
993.0391469611548,33195
1603.6928067450774,33196
7478.287460752406,33197
2158.862695601454,33198
2932.1523598963095,33199
3204.160921471649,33200
879.5747490717945,33201
2234.9151621324036,33202
3374.0664401698427,33203
6612.046179903927,33204
5829.961617212815,33205
1720.0116023556152,33206
1216.1565903870915,33207
3990.4510581760433,33208
8249.964888623796,33209
2429.8616317712485,33210
1247.8707454574912,33211
3729.740197672647,33212
1946.1554742005044,33213
2221.858613241702,33214
2883.059304552591,33215
2799.0811609397333,33216
2994.794086819409,33217
5068.349188360946,33218
3009.238802331418,33219
2776.0139005258707,33220
3705.819857933272,33221
1800.3289862281104,33222
2356.69364560793,33223
